bug_id,title,description,product_module,environment,operating_system,browser,severity,priority,status,leak_type,baseline_memory_mb,peak_memory_mb,memory_growth_rate_mb_per_hr,crash_occurred,reproducible,users_affected,concurrent_users,root_cause_category,created_at,resolved_at
a6553a1d-65c5-4c71-99ae-07c3a9731701,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Development,Android 13,N/A,Medium,P3,Open,Cache Leak,224,5601,72.27,True,True,278,355,Circular dependency in service layer,2023-10-16,2023-11-09
89455522-349a-492a-96ec-2810edad001a,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,Windows 10,Firefox 122,Medium,P1,Closed,Heap Leak,488,511,100.31,True,False,48,45,Improper event listener cleanup,2023-12-22,2024-01-02
e0b83b5a-19ed-43b6-9932-ff5169e129bb,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Development,macOS Ventura,Firefox 122,Critical,P4,Open,Cache Leak,334,3551,146.31,True,True,150,268,Unclosed file streams,2023-09-24,2023-10-23
589d1285-2f1c-462e-b502-5a8bb13656a7,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Development,Windows 11,N/A,Low,P3,Open,GPU Memory Leak,262,3172,70.65,False,False,161,417,Unreleased object references,2023-07-21,2023-08-14
3fddff7c-99dd-4aaf-9612-433bc3b81bfc,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Development,Windows 11,Edge 120,Low,P3,Resolved,GPU Memory Leak,331,2200,49.7,True,True,496,365,Unbounded caching mechanism,2023-10-02,2023-10-27
8429b1df-1f4d-4485-8a8d-ef288f8682ec,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,iOS 17,Safari 17,Medium,P4,Closed,Heap Leak,233,2948,123.91,True,True,7,64,Improper event listener cleanup,2023-09-20,
e2123c1e-46da-435d-8fc5-5ba98bc9bf5e,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,macOS Ventura,Edge 120,Low,P4,Open,GPU Memory Leak,290,3781,104.51,False,True,48,927,Unclosed file streams,2023-03-08,
2d3a39ed-49eb-46ea-9bda-ad2dd9a65762,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,Ubuntu 22.04,Safari 17,Low,P1,Closed,GPU Memory Leak,125,4276,29.36,False,True,466,192,Unclosed file streams,2023-03-04,
f1796b30-c16f-43a2-9451-5a2d8a41d689,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,Ubuntu 22.04,Safari 17,Critical,P4,Open,File Handle Leak,414,783,94.78,False,True,215,205,Circular dependency in service layer,2023-05-24,2023-05-29
48ea57dd-85ef-4466-ba4e-9db9c1f97bf0,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Staging,macOS Ventura,Safari 17,High,P2,Closed,File Handle Leak,109,4953,148.46,True,True,164,612,Improper event listener cleanup,2023-09-27,2023-10-23
a01a854b-43e3-41c1-9404-8011835c87be,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,iOS 17,N/A,Medium,P3,Open,GPU Memory Leak,129,2801,122.25,True,False,274,836,Circular dependency in service layer,2023-01-16,2023-02-10
bc92e0a9-e33e-4491-8b7c-3a0b178e7c9a,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,macOS Ventura,Edge 120,High,P4,Resolved,Thread Leak,298,5216,56.45,True,True,429,830,Unbounded caching mechanism,2023-01-29,2023-02-06
6dea69b2-7323-4aff-91bc-97bce7c226e9,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,macOS Ventura,Safari 17,Low,P2,In Progress,GPU Memory Leak,146,810,13.14,False,True,471,822,Unclosed file streams,2023-10-05,2023-10-21
ee62c4af-4575-43e7-ad5d-541d9f9822f1,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,Windows 10,Edge 120,Critical,P4,Resolved,File Handle Leak,460,5305,138.0,False,True,500,162,Circular dependency in service layer,2023-01-31,
c8a77ce2-ff4d-43c8-90ee-37982f7357f5,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,iOS 17,Edge 120,Medium,P3,Closed,File Handle Leak,262,5818,30.26,False,True,91,747,Unreleased object references,2023-08-12,2023-08-28
8f4d1249-5a76-4305-aaf1-afbff52f884b,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Production,Ubuntu 20.04,N/A,Medium,P4,Closed,GPU Memory Leak,494,7469,144.95,False,True,122,356,Unclosed file streams,2023-12-26,2024-01-08
0121dcda-5518-4c07-8823-e5db209bfb17,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Staging,Windows 10,Edge 120,Medium,P3,Open,File Handle Leak,462,7231,102.15,False,True,369,2,Unreleased object references,2023-03-27,2023-03-30
8c533e60-8c49-4e24-bf31-0f72db6f89a9,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Production,Ubuntu 22.04,Chrome 121,Critical,P3,In Progress,Cache Leak,311,1862,76.5,True,True,151,21,Unclosed file streams,2023-07-17,2023-07-31
1de88dad-3693-4a54-beaa-2e0c63407349,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Development,macOS Ventura,Chrome 121,High,P1,Open,Cache Leak,187,3300,133.75,True,False,81,55,Unreleased object references,2023-05-14,2023-05-17
b664c010-28f4-4832-b274-44b7b09b9582,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,Android 13,Edge 120,High,P3,Open,Heap Leak,456,3852,85.35,False,False,79,56,Unclosed file streams,2023-06-19,2023-06-26
2a171b0c-7b9d-4a92-99ea-feca9609fcfa,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Windows 10,Firefox 122,Medium,P2,Open,Cache Leak,438,7249,95.64,True,False,402,408,Unbounded caching mechanism,2023-01-02,2023-01-12
5e3f3db5-b6bf-4e41-acbc-78afb74124a3,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Staging,Ubuntu 20.04,Firefox 122,Critical,P4,Resolved,Cache Leak,428,1246,83.9,False,False,116,858,Unclosed file streams,2023-09-08,2023-09-17
2c955021-37c6-4de4-a3b5-33193780480b,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,iOS 17,N/A,Critical,P3,Open,Cache Leak,456,6662,101.78,False,False,294,903,Improper event listener cleanup,2023-10-16,
af766aa0-7323-425c-b481-74bfb40460d4,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Production,Android 13,N/A,Medium,P4,Closed,GPU Memory Leak,465,7895,10.04,True,True,414,198,Improper event listener cleanup,2023-09-01,2023-09-14
f6b4dcdc-3098-4632-85bb-e00035a257be,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Production,Ubuntu 20.04,Edge 120,Low,P4,Closed,Thread Leak,203,4066,149.6,False,False,439,283,Thread pool mismanagement,2023-01-22,2023-02-13
6a42e848-71a0-4f9c-a3fe-cdca1c41c2ac,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Development,Ubuntu 22.04,Firefox 122,Medium,P4,Open,Thread Leak,458,6943,95.34,True,False,445,549,Unclosed file streams,2023-08-23,2023-08-24
9e58c492-357d-42ee-be42-3718efb69c2f,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Staging,Ubuntu 22.04,Firefox 122,Critical,P4,Closed,File Handle Leak,392,4477,93.3,True,True,382,487,Unclosed file streams,2023-07-30,2023-08-20
3dcf60a6-2c3a-4d78-882f-9f30f42aa0e5,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Windows 10,Firefox 122,Medium,P2,Closed,File Handle Leak,255,7196,50.09,False,False,310,662,Unreleased object references,2023-07-10,
7ada9ec4-6ddb-4887-8a2e-45ca477756ea,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Development,macOS Ventura,Firefox 122,Low,P2,Closed,GPU Memory Leak,308,7249,112.44,True,True,99,897,Improper event listener cleanup,2023-04-07,2023-05-07
2953afef-1ab7-485c-be24-ca1a602867ea,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Staging,macOS Ventura,Safari 17,Low,P4,In Progress,File Handle Leak,284,914,107.17,False,False,91,984,Unbounded caching mechanism,2023-01-30,2023-02-14
09f5c6ad-1629-4abb-af43-d7733bfc6426,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,Windows 10,Safari 17,Low,P3,In Progress,GPU Memory Leak,232,1839,113.6,True,True,138,668,Unbounded caching mechanism,2023-10-28,2023-11-09
daeac8e7-ccc8-46d6-b03e-bae18b1720bf,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Production,Windows 11,N/A,Low,P3,Resolved,Thread Leak,492,6892,103.92,False,False,217,917,Unbounded caching mechanism,2023-09-20,
3377c0d1-8164-4d49-ba77-32948d028647,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,Windows 10,Chrome 121,High,P2,Resolved,Heap Leak,254,4323,103.19,False,True,173,284,Circular dependency in service layer,2023-06-28,2023-07-05
43f7eb0c-f0f3-4833-b1a1-bd14fff0445a,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Development,Windows 11,N/A,Medium,P4,Closed,File Handle Leak,464,5874,143.07,True,True,336,510,Unclosed file streams,2023-06-16,2023-06-25
a7af8cd3-c197-47ef-b349-8f0dc9b0821b,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Development,Ubuntu 20.04,Firefox 122,Critical,P2,Resolved,GPU Memory Leak,477,3680,10.12,True,False,50,483,Improper event listener cleanup,2023-05-13,2023-05-26
d2a33f2d-557d-4be8-b012-cdc2fae285d8,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Development,Windows 11,Edge 120,Medium,P2,Closed,File Handle Leak,193,6749,142.3,False,False,300,302,Unbounded caching mechanism,2023-05-13,2023-05-31
15aa4590-3b09-4307-a124-e8e5f32ac4e0,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,Windows 11,N/A,Low,P1,Resolved,Cache Leak,398,5696,89.15,True,True,71,206,Unclosed file streams,2023-03-02,2023-03-30
d19b94e7-2ec8-4ca9-9440-2269752a943f,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Ubuntu 22.04,Edge 120,Medium,P2,Open,Heap Leak,334,7927,25.77,False,False,108,780,Improper event listener cleanup,2023-07-29,2023-08-27
305c886f-64fa-43ca-9c23-64d594c0c54f,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,Android 13,Safari 17,Critical,P1,Closed,Cache Leak,490,6932,118.06,True,True,274,205,Circular dependency in service layer,2023-10-23,2023-11-08
c840b44a-0787-47df-a164-563417058eff,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,Windows 10,Firefox 122,Medium,P2,Resolved,GPU Memory Leak,487,3139,125.82,True,False,258,603,Unclosed file streams,2023-07-11,2023-08-09
28f9af0f-3f06-4ebf-ba02-520f69104e00,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,macOS Ventura,N/A,High,P1,In Progress,File Handle Leak,252,874,142.53,False,False,385,193,Improper event listener cleanup,2023-03-27,
0177140a-8c04-4708-bf7f-d584615d07a2,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Development,macOS Ventura,N/A,Medium,P4,Resolved,Heap Leak,472,2337,147.81,False,False,395,548,Thread pool mismanagement,2023-07-26,
a59f8223-89e2-4076-91a9-3edf32b57a09,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,Windows 10,Safari 17,Critical,P1,Open,Thread Leak,155,5922,99.77,False,False,360,157,Improper event listener cleanup,2023-01-25,2023-01-27
11e357bb-5680-434e-964e-9cfc54b1e9a1,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,macOS Ventura,N/A,Medium,P1,Open,Thread Leak,315,2966,100.94,True,False,59,804,Unreleased object references,2023-12-22,2023-12-23
6ab0bd5b-cee0-4ea4-927e-16615a76a9ad,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Staging,Android 13,Safari 17,High,P3,Open,Thread Leak,498,2136,43.13,False,True,353,956,Unbounded caching mechanism,2023-09-12,
0b135316-c553-401d-8ec3-efadd5479107,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,Windows 11,Chrome 121,Low,P4,Resolved,GPU Memory Leak,145,6002,136.5,False,False,136,476,Unreleased object references,2023-06-19,2023-06-20
da598057-91d7-4bc8-943e-1a5b8a0ad071,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Staging,Android 13,Chrome 121,Low,P4,Open,GPU Memory Leak,248,823,57.23,True,False,184,916,Unbounded caching mechanism,2023-02-21,2023-03-21
cb53caa0-35f7-4c34-9972-f5022432ac02,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,Ubuntu 22.04,Safari 17,High,P1,Closed,Cache Leak,290,1261,123.17,True,True,68,713,Circular dependency in service layer,2023-11-15,2023-12-09
4ff7ce98-b7e3-4511-8e07-db2d0484a391,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,Android 13,Safari 17,Medium,P1,Resolved,Thread Leak,153,1805,65.32,True,True,248,943,Unbounded caching mechanism,2023-01-31,2023-02-28
07867d47-1d77-429b-a5c2-a4d18599e38f,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,iOS 17,N/A,Medium,P2,Open,Cache Leak,132,876,42.93,True,False,178,680,Circular dependency in service layer,2023-02-27,2023-03-14
4bd8cdf0-406e-48bd-8d52-1933fc060258,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Development,Android 13,Firefox 122,Critical,P1,In Progress,Heap Leak,385,7270,134.35,False,False,124,339,Unclosed file streams,2023-11-25,2023-12-22
a0ef0837-129b-48cd-8f9a-3c32b1fefd43,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Staging,Ubuntu 22.04,N/A,Critical,P4,Closed,Cache Leak,293,5770,63.48,False,True,255,764,Circular dependency in service layer,2023-01-26,2023-02-13
4e746113-99b5-49d2-b1a1-642d8dfee275,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,macOS Ventura,Edge 120,Medium,P1,Resolved,File Handle Leak,118,3877,85.78,True,True,433,466,Unclosed file streams,2023-01-10,
54830d33-349d-470a-8e5a-a638b2fdf7c6,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Development,Windows 10,Firefox 122,Low,P2,Resolved,File Handle Leak,466,4375,100.29,False,True,24,919,Improper event listener cleanup,2023-10-14,2023-11-03
07cfe8e6-acc3-49cd-a75d-6401acbb9cc7,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Production,Windows 11,Firefox 122,Low,P1,In Progress,Cache Leak,480,6372,109.63,True,False,56,776,Unbounded caching mechanism,2023-09-10,
ff81bd16-6b8c-434a-9fb8-70f0120077f3,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,macOS Ventura,N/A,Medium,P1,Open,Thread Leak,401,6006,22.87,True,False,430,600,Unbounded caching mechanism,2023-01-24,2023-02-20
5d4c7608-13c7-474b-8ca2-f39a91209f37,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Ubuntu 22.04,N/A,High,P1,Closed,Thread Leak,454,1951,88.89,True,False,204,987,Unclosed file streams,2023-09-18,2023-10-18
254e91e7-c036-4d60-a388-b5a17e85c74c,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,iOS 17,N/A,High,P3,In Progress,GPU Memory Leak,311,1631,92.37,False,False,472,689,Improper event listener cleanup,2023-05-31,2023-06-05
cc1158ba-b716-4040-8c7a-8790f17daf85,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Development,iOS 17,Edge 120,Critical,P1,Resolved,Cache Leak,377,4627,105.68,True,True,13,391,Improper event listener cleanup,2023-12-30,2024-01-05
3f72872c-2871-4241-b526-9c73e606d17a,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,Windows 11,Chrome 121,High,P3,Open,File Handle Leak,484,2687,118.9,False,True,316,889,Circular dependency in service layer,2023-01-28,2023-02-04
4d1f6943-6498-4f6f-b93b-b9594b7ac3a9,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,Android 13,Chrome 121,Critical,P1,Closed,File Handle Leak,387,5801,61.39,True,True,381,258,Improper event listener cleanup,2023-10-15,2023-11-08
71f1eb05-2b6b-4864-bcee-4ab8f24c28bd,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Android 13,Edge 120,Medium,P3,Resolved,Cache Leak,326,7628,125.35,True,True,96,986,Improper event listener cleanup,2023-11-14,2023-12-12
6510f439-4e95-4f4f-ba96-9730c33ef3c4,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,macOS Ventura,Edge 120,Low,P2,Closed,GPU Memory Leak,319,832,45.47,True,True,476,331,Thread pool mismanagement,2023-09-21,
d21b9ebc-0e75-4fd5-a306-5626c3d6572e,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,Windows 10,Edge 120,Medium,P3,Open,Thread Leak,438,5543,48.67,True,False,279,550,Unbounded caching mechanism,2023-01-27,2023-02-17
9f917782-9afe-4fc9-9b79-6027cf5d4c91,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Development,iOS 17,N/A,Critical,P4,Open,File Handle Leak,439,2247,53.12,False,True,464,658,Thread pool mismanagement,2023-02-17,2023-03-18
d34a0f6a-1356-49c5-981a-ee87b4bb6e5d,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Staging,macOS Ventura,Edge 120,Low,P2,Closed,Cache Leak,264,6091,60.3,True,False,460,668,Improper event listener cleanup,2023-11-15,2023-11-17
f8244468-e6d1-417c-909f-fc7e262ef8ea,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Development,Windows 11,Firefox 122,Critical,P4,In Progress,Thread Leak,495,1871,83.01,False,True,383,703,Improper event listener cleanup,2023-06-14,2023-06-18
406cbc46-ccec-43a1-93f6-72445ca25559,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Production,Windows 10,N/A,Medium,P2,Closed,Cache Leak,144,810,15.62,False,False,222,324,Unreleased object references,2023-01-13,2023-01-24
09550679-e36a-40ad-912d-5b2801630e0e,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Windows 10,Chrome 121,High,P4,Resolved,File Handle Leak,428,548,109.44,True,False,392,949,Unbounded caching mechanism,2023-07-19,2023-08-06
4f89846f-9d63-4006-a6a7-acab31eb1c00,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Production,Ubuntu 22.04,N/A,High,P3,Resolved,File Handle Leak,342,752,27.67,True,True,64,43,Unreleased object references,2023-07-15,2023-08-06
f5be6ccb-203c-45d2-8c67-dfa11990ffa5,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Ubuntu 20.04,Firefox 122,Critical,P3,In Progress,GPU Memory Leak,143,4985,49.18,True,False,100,118,Improper event listener cleanup,2023-10-21,2023-11-08
4e972267-97ea-412c-ae7c-0019b0e8f03d,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,macOS Ventura,Chrome 121,High,P4,Resolved,Heap Leak,484,945,140.19,True,False,488,339,Unclosed file streams,2023-12-10,2024-01-07
12e9df31-acdb-484f-9988-6e2cc181ae12,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Staging,Ubuntu 22.04,Edge 120,High,P3,Resolved,File Handle Leak,245,1319,94.83,False,True,3,321,Improper event listener cleanup,2023-03-07,2023-03-15
f9d3a45a-4e70-4009-b12e-8d3eac6209fc,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Production,Ubuntu 20.04,Safari 17,Critical,P1,Resolved,File Handle Leak,241,4072,126.82,False,True,90,662,Thread pool mismanagement,2023-04-24,2023-05-15
0faaf636-3f74-48a7-8fe4-8b34d9d1a68c,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Production,Android 13,Chrome 121,Low,P4,Open,Thread Leak,171,7270,134.24,False,True,465,38,Thread pool mismanagement,2023-02-11,2023-03-11
98374165-143f-4985-a66b-ecf4d6b6dbc0,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Development,iOS 17,N/A,High,P3,Closed,Thread Leak,434,4367,117.4,True,False,187,515,Unreleased object references,2023-05-14,2023-06-01
7b84af28-0097-4bdf-9ed8-2dce3545ae0e,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Staging,Windows 11,Firefox 122,Medium,P1,Resolved,Heap Leak,450,5530,29.05,True,False,119,65,Unclosed file streams,2023-12-06,2024-01-01
4add4d2e-affe-481d-ae5f-069d33e06ee9,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Staging,Ubuntu 22.04,Chrome 121,Low,P2,Open,Thread Leak,365,2193,136.62,False,False,297,558,Thread pool mismanagement,2023-07-09,2023-07-31
01110784-4150-4dc0-846f-1a7dc059d0f7,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,Ubuntu 22.04,Firefox 122,Critical,P2,Resolved,Cache Leak,400,3492,99.73,False,True,257,904,Improper event listener cleanup,2023-03-31,2023-04-13
0a728b0a-5ca4-40b0-98c3-a921c96b44fb,Memory leak detected in MobileApp-Android during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Development,Windows 11,Edge 120,Low,P3,Closed,File Handle Leak,363,1131,98.3,True,False,346,491,Unbounded caching mechanism,2023-08-14,
a83dcabb-5ba5-4373-b255-46a9c61561d5,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-Android,Production,macOS Ventura,Firefox 122,Medium,P4,In Progress,Heap Leak,310,7326,8.25,True,False,473,185,Thread pool mismanagement,2023-04-18,2023-05-09
6d0c0077-45ea-49bc-a6bb-bf675190082e,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Staging,Windows 10,Firefox 122,Critical,P1,Closed,GPU Memory Leak,109,5723,132.38,True,False,308,147,Thread pool mismanagement,2023-07-27,2023-08-15
d8fd4d27-0a74-442c-8bab-ffb09f54bbe4,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,API-Gateway,Production,macOS Ventura,Chrome 121,Medium,P1,Closed,GPU Memory Leak,185,2666,110.01,True,True,104,536,Thread pool mismanagement,2023-04-04,2023-04-21
65102aee-265b-4ec0-af9d-35a01fb7306f,Memory leak detected in ML-Service during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Development,iOS 17,N/A,Low,P4,Closed,GPU Memory Leak,149,5460,30.73,True,False,268,431,Unclosed file streams,2023-12-17,2023-12-22
6b5711e9-0d1e-4de0-a84b-e280199e202c,Memory leak detected in API-Gateway during stress test,Application memory usage increases steadily over time under load testing conditions.,MobileApp-iOS,Production,iOS 17,N/A,Low,P1,In Progress,File Handle Leak,346,2379,119.49,False,True,466,880,Unreleased object references,2023-01-23,2023-02-06
216e7170-be13-4027-aa59-f53d2ff4dd5d,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,Data-Pipeline,Development,macOS Ventura,N/A,Low,P4,Closed,GPU Memory Leak,231,3847,32.41,False,False,186,110,Improper event listener cleanup,2023-05-26,2023-06-13
6ea9fe4d-f4a1-48fb-869a-05c724092e34,Memory leak detected in MobileApp-iOS during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Staging,Android 13,Safari 17,Medium,P1,Closed,GPU Memory Leak,374,2640,66.42,False,False,130,315,Thread pool mismanagement,2023-08-07,2023-08-16
d178dd05-2dca-427c-bab3-933efa75f7ab,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Production,Windows 11,Safari 17,Medium,P4,In Progress,Thread Leak,170,6527,128.97,False,False,411,564,Thread pool mismanagement,2023-06-26,2023-07-09
3dc49cde-4e40-4a34-87af-fcc4a58f1433,Memory leak detected in WebApp-Core during stress test,Application memory usage increases steadily over time under load testing conditions.,WebApp-Core,Development,Ubuntu 22.04,N/A,Critical,P4,Open,File Handle Leak,299,1816,144.86,True,False,41,624,Unreleased object references,2023-12-23,2023-12-25
464f96c5-44a2-4de9-bd6f-e833a5c71a8d,Memory leak detected in Data-Pipeline during stress test,Application memory usage increases steadily over time under load testing conditions.,ML-Service,Development,iOS 17,Firefox 122,Critical,P1,Open,GPU Memory Leak,435,5529,80.55,False,True,18,803,Thread pool mismanagement,2023-07-16,2023-07-29
